저널명,SJR,랭킹
International Review of Environmental and Resource Economics,0.445,12763
Journal of Carcinogenesis,0.445,12764
Journal of Tropical Meteorology,0.445,12765
International Symposium on Empirical Software Engineering and Measurement,0.445,12766
Boston University Law Review,0.444,12767
ERA Forum,0.444,12768
Philosophy and Social Criticism,0.444,12769
World of Media,0.444,12770
Composite Interfaces,0.444,12771
Heat Transfer Engineering,0.444,12772
"Journal of Economics, Finance and Administrative Science",0.444,12773
"Journal of Mental Health Training, Education and Practice",0.444,12774
Mathematica Slovaca,0.444,12775
Spanish Journal of Soil Science,0.444,12776
Upstream Oil and Gas Technology,0.444,12777
Wind Engineering,0.444,12778
Genetics and Molecular Biology,0.444,12779
Journal of Computational Neuroscience,0.444,12780
Rheumatology and Autoimmunity,0.444,12781
Trends in Psychology,0.444,12782
"Proceedings of the International Conference on Application-Specific Systems, Architectures and Processors",0.444,12783
Anuario de Psicologia Juridica,0.443,12784
History and Technology,0.443,12785
Agricultural Economics (Czech Republic),0.443,12786
American Journal of Sexuality Education,0.443,12787
Behavioral Science and Policy,0.443,12788
Contemporary Economics,0.443,12789
Evidence-based HRM,0.443,12790
Herpetozoa,0.443,12791
International Journal of Cloud Applications and Computing,0.443,12792
International Journal of Wireless Information Networks,0.443,12793
Jilin Daxue Xuebao (Diqiu Kexue Ban)/Journal of Jilin University (Earth Science Edition),0.443,12794
Journal of Audiology and Otology,0.443,12795
Journal of Biosystems Engineering,0.443,12796
Journal of Low Power Electronics and Applications,0.443,12797
Journal of Teaching and Learning,0.443,12798
Journal of Wildlife Diseases,0.443,12799
Mathematical Biosciences and Engineering,0.443,12800
New York Journal of Mathematics,0.443,12801
Physical Geography,0.443,12802
Physical Therapy Reviews,0.443,12803
Publicacion Electronica de la Asociacion Paleontologica Argentina,0.443,12804
Revista da Escola de Enfermagem da USP,0.443,12805
Russian Entomological Journal,0.443,12806
Separation Science and Technology,0.443,12807
Special Paper of the Geological Society of America,0.443,12808
Urban Water Journal,0.443,12809
Physics and Chemistry of Minerals,0.443,12810
Tzu Chi Medical Journal,0.443,12811
Proceedings - Symposium on Computer Arithmetic,0.443,12812
Ethnopolitics,0.442,12813
Journal of Media Ethics: Exploring Questions of Media Morality,0.442,12814
Latin American Research Review,0.442,12815
Migration and Society,0.442,12816
"Tapuya: Latin American Science, Technology and Society",0.442,12817
Asia Europe Journal,0.442,12818
Canadian Public Administration,0.442,12819
Chemie-Ingenieur-Technik,0.442,12820
Integers,0.442,12821
International Journal of Ambient Energy,0.442,12822
International Journal of Organization Theory and Behavior,0.442,12823
International Journal of Renewable Energy Development,0.442,12824
Irish Journal of Agricultural and Food Research,0.442,12825
Journal of Ethnicity in Substance Abuse,0.442,12826
Journal of Logical and Algebraic Methods in Programming,0.442,12827
OIE Revue Scientifique et Technique,0.442,12828
Photogrammetric Engineering and Remote Sensing,0.442,12829
Prosthetics and Orthotics International,0.442,12830
Science and Technology for Energy Transition (STET),0.442,12831
Seminars in Arthroplasty JSES,0.442,12832
Soil and Sediment Contamination,0.442,12833
"Thoracic and Cardiovascular Surgeon, Supplement",0.442,12834
Transportation Infrastructure Geotechnology,0.442,12835
3D Printing in Medicine,0.442,12836
Journal of Medical Biochemistry,0.442,12837
Medicine and Pharmacy Reports,0.442,12838
Seminars in Dialysis,0.442,12839
Proceedings - Electronic Components and Technology Conference,0.442,12840
American Museum Novitates,0.441,12841
First Monday,0.441,12842
Journal of Asian Architecture and Building Engineering,0.441,12843
LingVaria,0.441,12844
MCN The American Journal of Maternal/Child Nursing,0.441,12845
Tejuelo. Didactica de la Lengua y la Literatura. Educacion,0.441,12846
Advances in Civil Engineering,0.441,12847
Electronic News,0.441,12848
"Journal of Agricultural, Biological, and Environmental Statistics",0.441,12849
Journal of Engineering Sciences (Ukraine),0.441,12850
Journal of Petroleum Geology,0.441,12851
Measurement and Control (United Kingdom),0.441,12852
Motor Control,0.441,12853
Teaching Sociology,0.441,12854
Western Pacific Surveillance and Response Journal : WPSAR,0.441,12855
Current Pharmacology Reports,0.441,12856
iRADIOLOGY,0.441,12857
Journal of Physiological Investigation,0.441,12858
Missouri Medicine,0.441,12859
Mycotoxin Research,0.441,12860
Proceedings of the IEEE Conference on Decision and Control,0.441,12861
Disputatio,0.440,12862
European Law Journal,0.440,12863
Journal of Disability and Religion,0.440,12864
Animal - Open space,0.440,12865
Australasian Journal of Combinatorics,0.440,12866
Baltic Journal of Health and Physical Activity,0.440,12867
"Canadian Journal of Science, Mathematics and Technology Education",0.440,12868
Ceramics,0.440,12869
Conservation,0.440,12870
Development Engineering,0.440,12871
GAIA - Ecological Perspectives for Science and Society,0.440,12872
International Journal of Automation and Control,0.440,12873
International Journal of Crashworthiness,0.440,12874
Journal of Herbal Medicine,0.440,12875
"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",0.440,12876
Quaestiones Mathematicae,0.440,12877
Turkish Journal of Pharmaceutical Sciences,0.440,12878
Acta Biochimica Polonica,0.440,12879
Actas Urologicas Espanolas,0.440,12880
Annals of Dermatology,0.440,12881
Indian Journal of Dermatology,0.440,12882
Molecular and Cellular Oncology,0.440,12883
Polimery w medycynie,0.440,12884
South Asian Journal of Human Resources Management,0.440,12885
Communication Disorders Quarterly,0.439,12886
Curved and Layered Structures,0.439,12887
Hispanic Journal of Behavioral Sciences,0.439,12888
Journal of Multicultural Counseling and Development,0.439,12889
Journal of Music Therapy,0.439,12890
Studies in Communication and Media,0.439,12891
Chemical Physics,0.439,12892
Computational and Theoretical Chemistry,0.439,12893
Frontiers in Engineering and Built Environment,0.439,12894
Frontiers in Food Science and Technology,0.439,12895
Frontiers in Photonics,0.439,12896
Genomics and Informatics,0.439,12897
Japan Journal of Industrial and Applied Mathematics,0.439,12898
Journal of Fire Sciences,0.439,12899
Journal of Food Safety,0.439,12900
Journal of Population Research,0.439,12901
Journal of Poverty and Social Justice,0.439,12902
Journal of the Brazilian Society of Mechanical Sciences and Engineering,0.439,12903
Reproduction in Domestic Animals,0.439,12904
Small Ruminant Research,0.439,12905
Water Conservation Science and Engineering,0.439,12906
Asia-Pacific Journal of Public Health,0.439,12907
Electroanalysis,0.439,12908
Statistics,0.439,12909
VirusDisease,0.439,12910
Proceedings of the American Control Conference,0.439,12911
International Journal of Nautical Archaeology,0.438,12912
International Review of Social History,0.438,12913
School Science and Mathematics,0.438,12914
Secularism and Nonreligion,0.438,12915
Arid Land Research and Management,0.438,12916
Biomechanics (Switzerland),0.438,12917
ECONOMICS - Innovative and Economics Research Journal,0.438,12918
Iranian Endodontic Journal,0.438,12919
Journal of Aerospace Technology and Management,0.438,12920
Journal of Machine Engineering,0.438,12921
Nursing Economics,0.438,12922
Rehabilitation Research and Practice,0.438,12923
Turkish Online Journal of Distance Education,0.438,12924
Worldwide Hospitality and Tourism Themes,0.438,12925
Annali dell'Istituto Superiore di Sanita,0.438,12926
Clinical Pathology,0.438,12927
Consulting Psychology Journal,0.438,12928
Endocrine and Metabolic Science,0.438,12929
Oxford Journal of Archaeology,0.437,12930
Review of Radical Political Economics,0.437,12931
Women and Criminal Justice,0.437,12932
Annals of Animal Science,0.437,12933
Archives of Environmental and Occupational Health,0.437,12934
Bioanalysis,0.437,12935
British Journal of Learning Disabilities,0.437,12936
British Poultry Science,0.437,12937
Chemical Engineering Communications,0.437,12938
Computation,0.437,12939
Concurrency and Computation: Practice and Experience,0.437,12940
Education for Primary Care,0.437,12941
Eng,0.437,12942
Iranian Journal of Nursing and Midwifery Research,0.437,12943
Journal of Accounting Education,0.437,12944
Journal of Applied Aquaculture,0.437,12945
Journal of Craniofacial Surgery,0.437,12946
Journal of Ionic Liquids,0.437,12947
Journal of Sustainable Mining,0.437,12948
Marine Origin Petroleum Geology,0.437,12949
New England Journal of Entrepreneurship,0.437,12950
Open Life Sciences,0.437,12951
Operations Research Letters,0.437,12952
Preventing School Failure,0.437,12953
Advances in Public Health,0.437,12954
Cardiology Research and Practice,0.437,12955
International Journal of Medical Education,0.437,12956
Journal of Mid-Life Health,0.437,12957
Journal of Research in Medical Sciences,0.437,12958
Journal of Smoking Cessation,0.437,12959
Journal of VitreoRetinal Diseases,0.437,12960
Molecular Syndromology,0.437,12961
RAIRO - Operations Research,0.437,12962
Synlett,0.437,12963
Al-Ahwal,0.436,12964
American Indian and Alaska Native Mental Health Research,0.436,12965
Canadian Review of Sociology,0.436,12966
Journal of Historical Syntax,0.436,12967
Journal of Umm Al-Qura University for Engineering and Architecture,0.436,12968
Norwegian Archaeological Review,0.436,12969
ACSM's Health and Fitness Journal,0.436,12970
Agricultural and Resource Economics Review,0.436,12971
Aquatic Living Resources,0.436,12972
Clays and Clay Minerals,0.436,12973
International Journal of Aerospace Psychology,0.436,12974
International Journal of Healthcare Management,0.436,12975
International Review of Sociology,0.436,12976
Journal of Computational Geometry,0.436,12977
Journal of Education for Business,0.436,12978
Metrologia,0.436,12979
Microelectronics Reliability,0.436,12980
Nordic Journal of Nursing Research,0.436,12981
Oral and Maxillofacial Surgery Clinics of North America,0.436,12982
"Peace Economics, Peace Science and Public Policy",0.436,12983
Physical Mesomechanics,0.436,12984
Plant Biotechnology Reports,0.436,12985
Romanian Reports in Physics,0.436,12986
Rural Educator,0.436,12987
Biophysics and Physicobiology,0.436,12988
Cognitive and Behavioral Neurology,0.436,12989
Indian Journal of Orthopaedics,0.436,12990
"International Journal of Computers, Communications and Control",0.436,12991
Journal of Molecular Spectroscopy,0.436,12992
Journal of the American Academy of Psychiatry and the Law,0.436,12993
Laboratory Medicine,0.436,12994
Pakistan Journal of Medical Sciences,0.436,12995
Risk Management and Insurance Review,0.436,12996
Fat Studies,0.435,12997
South Asia Research,0.435,12998
African Security,0.435,12999
Beilstein Journal of Nanotechnology,0.435,13000
Chemistry Teacher International,0.435,13001
Ensaio,0.435,13002
Environment and Urbanization ASIA,0.435,13003
International Journal of Aeroacoustics,0.435,13004
Journal of Flow Chemistry,0.435,13005
Journal of Place Management and Development,0.435,13006
Journal of Robotics and Control (JRC),0.435,13007
Lobachevskii Journal of Mathematics,0.435,13008
Mining Informational and Analytical Bulletin,0.435,13009
Sexuality and Disability,0.435,13010
"Surgical Laparoscopy, Endoscopy and Percutaneous Techniques",0.435,13011
Transnational Corporations Review,0.435,13012
BioTechniques,0.435,13013
BMC Research Notes,0.435,13014
Clinical and Translational Discovery,0.435,13015
Comprehensive Results in Social Psychology,0.435,13016
Endocrine Regulations,0.435,13017
OMICS A Journal of Integrative Biology,0.435,13018
Revista Argentina de Microbiologia,0.435,13019
VideoGIE,0.435,13020
Ampersand,0.434,13021
Babel,0.434,13022
Contemporary Southeast Asia,0.434,13023
Ethnobotany Research and Applications,0.434,13024
New Research of Tuva,0.434,13025
Si Somos Americanos,0.434,13026
Studies in Art Education,0.434,13027
Translator,0.434,13028
Advances in Science and Technology of Water Resources,0.434,13029
Bulletin of the Australian Mathematical Society,0.434,13030
Electronic Journal of Qualitative Theory of Differential Equations,0.434,13031
Food Additives and Contaminants,0.434,13032
Global Responsibility to Protect,0.434,13033
IEEE Embedded Systems Letters,0.434,13034
Journal of Analytical Methods in Chemistry,0.434,13035
Journal of Deliberative Democracy,0.434,13036
Journal of Graph Algorithms and Applications,0.434,13037
Journal of Molluscan Studies,0.434,13038
Journal of Pharmacy Technology,0.434,13039
Management of Biological Invasions,0.434,13040
Matematica,0.434,13041
Materials Research Express,0.434,13042
Palliative Medicine Reports,0.434,13043
Pediatric Physical Therapy,0.434,13044
Plant Molecular Biology Reporter,0.434,13045
Reference Librarian,0.434,13046
CVIR Endovascular,0.434,13047
GERMS,0.434,13048
Journal of Smooth Muscle Research,0.434,13049
Transfusion Medicine,0.434,13050
Wiener Medizinische Wochenschrift,0.434,13051
China Law and Society Review,0.433,13052
Complexity,0.433,13053
IEEE Security and Privacy,0.433,13054
International Journal of Space Structures,0.433,13055
Text and Talk,0.433,13056
African Geographical Review,0.433,13057
Applied Economic Analysis,0.433,13058
Engineering Economics,0.433,13059
Fixed Point Theory,0.433,13060
International Journal of Community Well-Being,0.433,13061
International Journal of Optimization and Control: Theories and Applications,0.433,13062
International Journal of Periodontics and Restorative Dentistry,0.433,13063
Journal of Computational Mathematics and Data Science,0.433,13064
Journal of Extra-Corporeal Technology,0.433,13065
Journal of Geoscience Education,0.433,13066
Magnetochemistry,0.433,13067
Studies in Fungi,0.433,13068
International Heart Journal,0.433,13069
Journal of Homotopy and Related Structures,0.433,13070
